Type,External Database,VOC,dvap,SMILES,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
Hydrocarbons,NO,NO,37.5,CC1=CCCCC1,2.402686087,80.03910002,5.112884175,4.905777394,4.905777394,3.39384685,3.050476816,3.050476816,2.296258731,2.296258731,1.518037688,1.518037688,0.99870012,0.99870012,0,0,0,0,0,0,25.68328649,5.57310453,0,12.99975731,0,-0.26,7,84.077,4.888367953,2.152715582,1.340210992,2.350694444,0.085610129,2.350694444,-0.032297544,1.325231481,0.032297544,1.325231481,-0.085610129,2.5067,32.225,96.173,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,11.64912464,32.60702369,0,0,0,0,0,0,0,32.60702369,0,11.64912464,0,0,0,0,0,0,0,0,0,32.60702369,11.64912464,0,0,0,0,0,0,0,0,1.58912037,0,0,7.856157407,2.221388889,0
Benzenoids,NO,NO,37.5,c1cc(c(c(c1F)F)F)F,3.342153808,229.1698834,7.723614639,4.66655843,4.66655843,4.625897658,2.416612549,2.416612549,1.657173068,1.657173068,0.988059764,0.988059764,0.502337925,0.502337925,23.26888336,17.56166019,0,0,12.13273414,0,0,0,0,0,0,-1.06,10,148.058,7.051856823,2.283867428,0.963730772,12.00157407,0.203644824,12.00157407,0.196944741,0.521574074,0.196944741,-1.777777778,-0.203644824,2.243,26.274,150.074,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,54,0,0,23.26888336,0,0,0,0,17.56166019,0,0,0,12.13273414,0,0,17.56166019,0,0,0,0,0,0,35.4016175,0,0,0,17.56166019,0,0,0,0,23.26888336,0,12.13273414,0,0,0,0,47.95888889,0,0,0,0,-6.33537037,1.043148148,0,0,0
Organic nitrogen compounds,NO,NO,37.5,CC(C)(C)C#N,3.552734355,70.91968454,5.207106781,4.447213595,4.447213595,2.560660172,1.973606798,1.973606798,2.361803399,2.361803399,0.335410197,0.335410197,0,0,0,0,0,5.414990469,0,0,0,0,20.7712116,6.069221313,5.261891555,-0.51,6,74.062,5.49,1.298397891,3.49,8.152777778,0.197755056,8.152777778,0.068048925,0.152777778,0.068048925,-0.152777778,-0.197755056,1.55608,25.068,83.134,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5.261891555,0,0,20.7712116,5.414990469,6.069221313,0,0,5.261891555,0,5.414990469,20.7712116,0,0,0,6.069221313,0,0,0,0,0,0,16.74610334,20.7712116,0,0,0,0,23.79,0,0,0,8.152777778,-0.152777778,0,2.104166667,0,5.645833333,0
Organoheterocyclic compounds,NO,NO,37.52,C1CCNC1,2.083333333,15.21928095,3.535533906,3.328427125,3.328427125,2.5,2.207106781,2.207106781,1.457106781,1.457106781,0.957106781,0.957106781,0.625,0.625,0,0,0,0,0,0,25.93115606,0,0,5.316788604,0,-0.04,5,62.051,3.161612903,1.410312175,0.618363684,3.222222222,0.316730921,3.222222222,-0.004844704,1.25,0.004844704,1.25,-0.316730921,0.3698,22.1037,71.123,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,30,5.316788604,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,5.316788604,0,12.84164325,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,12.03,0,0,0,3.222222222,0,0,0,2.777777778,2.5,0
Organic oxygen compounds,NO,YES,37.6,CC(C)(OC)OC,3.360435143,44.04184398,5.914213562,5.316496581,5.316496581,3.121320344,2.224744871,2.224744871,1.808078205,1.808078205,0.983163248,0.983163248,0.083333333,0.083333333,5.787111153,0,0,0,0,0,0,14.21959508,13.8474744,0,9.473725908,-0.08,7,92.053,6.92,2.284554637,2.595675676,4.864583333,0.353783432,4.864583333,0.161478621,0.416666667,0.161478621,-0.416666667,-0.353783432,1.0153,28.097,104.149,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,44,9.473725908,0,5.787111153,0,0,0,0,0,0,0,0,13.8474744,14.21959508,0,9.473725908,0,0,0,0,19.63458555,14.21959508,0,0,0,0,0,0,0,20.00670624,9.473725908,0,13.8474744,0,0,0,0,18.46,9.729166667,0,0,0,0,-0.416666667,0,0,3.708333333,3.229166667
Organic oxygen compounds,NO,NO,37.6,CO,1,2,2,1.447213595,1.447213595,1,0.447213595,0.447213595,0,0,0,0,0,0,0,0,0,0,0,7.109797541,0,0,0,0,5.106527395,-0.04,2,28.01,1.96,0.96,-27.04,7,0.399630244,7,0.031940684,1,0.031940684,1,-0.399630244,-0.3915,8.1428,32.042,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,14,5.106527395,0,0,0,0,0,0,0,0,0,0,0,7.109797541,0,5.106527395,0,0,0,0,0,7.109797541,0,0,0,0,0,0,0,12.21632494,0,0,0,0,0,0,0,20.23,0,0,0,7,0,0,0,0,0,1
Hydrocarbons,NO,NO,37.6,CCCC(C)(C)CC,3.373381553,53.05865003,6.621320344,6.621320344,6.621320344,3.621320344,3.621320344,3.621320344,3.267766953,3.267766953,1.883883476,1.883883476,0.853553391,0.853553391,0,0,0,0,5.414990469,0,19.26246487,0,0,27.6949488,0,0,8,96.088,8,3.111111111,3.06122449,2.329861111,0.065362399,2.329861111,-0.035693722,0.592013889,0.035693722,0.592013889,-0.065362399,3.2227,38.98,114.232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,40.53659204,11.83581209,0,0,0,0,0,0,5.414990469,46.95741367,0,0,0,0,0,0,0,0,0,0,5.414990469,46.95741367,0,0,0,0,0,0,0,0,0,0.592013889,0,0,3.99125,9.166736111,0
Organic acids and derivatives,NO,YES,37.61,CCCOC=O,2.488403772,34.52932501,4.828427125,3.808060412,3.808060412,2.914213562,1.967186437,1.967186437,0.967015857,0.967015857,0.390016657,0.390016657,0.165963653,0.165963653,0,4.794537184,0,0,13.07910283,6.420821623,0,0,6.9237372,4.736862954,0,-0.53,6,80.042,5.47,4.47,3.47,9.341527778,0.467912039,9.341527778,0.292575348,0.461805556,0.292575348,0.461805556,-0.467912039,0.5694,22.307,88.106,0,2,0,0,0,0,0,0,2,0,2,0,3,0,0,0,36,4.736862954,0,0,0,6.472220865,0,4.794537184,0,0,0,6.9237372,6.420821623,0,6.606881965,9.531400138,6.472220865,0,0,0,13.34455882,6.606881965,0,0,0,0,0,0,0,13.07910283,9.531400138,0,13.34455882,0,0,0,0,26.3,4.302083333,0,9.341527778,0,0,0,0,0.901527778,2.954861111,0
Organic oxygen compounds,NO,NO,37.63,CCOC(C(Cl)F)(F)F,3.702086145,85.88193312,7.491563832,4.704563233,5.460492179,4.004035845,2.302981449,2.73941723,1.295510144,1.678685254,0.590824146,0.844868447,0.255436357,0.318430436,11.73944673,13.17124514,0,6.606881965,0,0,6.9237372,0,0,16.33780284,0,0.04,9,156.49,9.04,3.269363579,2.909795718,11.8175463,0.400436334,11.8175463,0.400436334,0.26375,0.31747302,-3.850887346,-0.31747302,2.1501,27.322,162.538,0,1,0,0,0,0,0,0,1,0,5,0,3,0,0,0,56,4.736862954,0,0,0,5.630857218,6.10858951,0,4.390415048,8.780830095,0,11.60093989,6.9237372,0,6.606881965,17.9081081,11.60093989,0,0,0,18.66318393,6.606881965,0,0,0,0,13.17124514,0,11.60093989,18.34632869,4.736862954,0,6.9237372,0,0,0,0,9.23,38.84223765,4.406527778,0,0,-2.76625,0,0,-3.850887346,1.062816358,0
Benzenoids,NO,NO,37.67,c1ccc(cc1)C(F)(F)F,2.966043179,199.841246,7.612884175,5.020644765,5.020644765,4.605171716,2.727630312,2.727630312,1.863784473,1.863784473,1.101115904,1.101115904,0.627135089,0.627135089,11.73975001,13.17124514,0,0,0,12.13273414,12.13273414,6.066367068,0,0,0,-0.99,10,141.071,7.120987791,2.325487229,1.495933779,11.78787037,0.415909503,11.78787037,0.415909503,0.601851852,0.16613755,-4.207083333,-0.16613755,2.7054,31.444,146.111,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,54,0,0,0,0,0,6.176298517,0,0,13.17124514,0,30.33183534,0,0,5.563451492,13.17124514,0,0,0,0,6.176298517,0,35.89528683,0,0,0,13.17124514,0,0,0,6.176298517,0,5.563451492,30.33183534,0,0,0,0,35.36361111,0,0,0,-0.601851852,0,6.361990741,-4.207083333,0,0
Organic oxygen compounds,NO,NO,37.7,CC(C)(C)OC(C)(C)C,3.746417931,69.72120768,7.707106781,7.40824829,7.40824829,3.707106781,3.40824829,3.40824829,4.326806944,4.326806944,0.612372436,0.612372436,0.918558654,0.918558654,0,0,0,11.20210162,0,0,0,0,0,41.5424232,4.736862954,-0.04,9,112.087,8.96,2.295733882,7.96,5.625,0.370282442,5.625,0.060514043,0.015625,0.060514043,-0.015625,-0.370282442,2.6,40.591,130.231,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,56,4.736862954,0,0,0,0,0,0,0,0,0,0,41.5424232,0,11.20210162,4.736862954,0,0,0,0,52.74452482,0,0,0,0,0,0,0,0,11.20210162,4.736862954,0,41.5424232,0,0,0,0,9.23,5.625,0,0,0,-0.03125,0,0,0,12.40625,0
Hydrocarbons,NO,NO,37.7,C=CCCC(C)(C)C,3.239280745,64.59772061,6.621320344,6.198670613,6.198670613,3.560660172,3.170049972,3.170049972,3.388010441,3.388010441,1.098461713,1.098461713,0.535074775,0.535074775,0,0,0,0,5.414990469,6.420821623,6.420821623,0,6.076020107,27.35014728,0,-0.26,8,96.088,7.74,2.907105656,5.74,3.66375,0.103082634,3.66375,-0.034843116,0.480347222,0.034843116,0.480347222,-0.103082634,2.9987,38.886,112.216,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,6.578935684,26.84723171,18.25663372,0,0,0,0,0,0,5.414990469,33.61285484,0,12.65495579,0,0,0,0,0,0,0,0,5.414990469,33.61285484,12.65495579,0,0,0,0,0,0,0,0,0.480347222,0,0,4.366319444,10.40333333,0
Hydrocarbons,NO,NO,37.7,CCC(CC)C(=C)C,3.520860067,68.10749561,6.568914101,6.198670613,6.198670613,3.718744015,3.372938668,3.372938668,2.359772676,2.359772676,1.682521985,1.682521985,0.98559856,0.98559856,0,0,0,0,0,5.917906046,18.41474778,0,0,27.35014728,0,-0.26,8,96.088,7.74,3.70682224,2.152715582,3.89712963,0.099861167,3.89712963,-0.021393069,0.759259259,0.021393069,0.759259259,-0.099861167,2.9987,38.886,112.216,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,25.99951461,25.68328649,0,0,0,0,0,0,5.917906046,33.61285484,0,12.15204021,0,0,0,0,0,0,0,0,5.917906046,33.61285484,12.15204021,0,0,0,0,0,0,0,0,1.328703704,0.759259259,0,2.483796296,10.42824074,0
Organoheterocyclic compounds,NO,NO,37.79,C1=CSCC1,2.323850869,41.60964047,3.535533906,2.977162391,3.793658972,2.5,1.765959019,2.814713809,1.03125097,2.044998121,0.594819017,1.451123717,0.340206909,1.020620726,0,0,0,0,0,0,12.17367523,0,11.76188495,11.4840722,0,0.09,5,80.111,3.286463654,1.507317364,0.689573106,2.199074074,0.134145569,2.199074074,0.000883707,1.282407407,0.000883707,1.282407407,-0.134145569,1.637,26.215,86.159,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,11.76188495,6.076020107,11.82887371,5.752853607,0,0,11.76188495,0,0,0,6.420821623,5.752853607,11.4840722,0,0,0,0,0,11.76188495,5.752853607,0,0,6.420821623,11.4840722,0,0,0,0,0,1.893518519,0,2.152777778,0,1.305555556,0,3.481481481,0,0
Organosulfur compounds,NO,NO,37.8,CCSC(C)C,2.627214848,25.11941548,4.991563832,4.692705341,5.509201922,2.77005561,2.386184715,3.434939505,1.504096591,3.357589235,0.5,1.5,0.333333333,1,0,0,0,0,0,5.24993803,5.752853607,0,11.76188495,20.7712116,0,0.35,6,92.122,6.35,3.536915888,4.35,2.216435185,0.159452913,2.216435185,-0.000978719,0.814814815,0.000978719,0.814814815,-0.159452913,2.1479,33.268,104.218,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,38,0,0,0,0,0,0,0,0,11.76188495,0,20.7712116,11.00279164,0,0,0,11.76188495,0,0,0,26.02114963,5.752853607,0,0,0,0,0,0,11.76188495,11.00279164,0,0,20.7712116,0,0,0,0,0,0,1.986111111,0,0.814814815,0,1.247685185,0,0,6.618055556,0
Hydrocarbons,NO,NO,37.82,CC(C)C(C)C(C)C,3.464226847,45.05865003,6.732050808,6.732050808,6.732050808,3.553418013,3.553418013,3.553418013,3.347150628,3.347150628,2.103133692,2.103133692,0.769800359,0.769800359,0,0,0,0,0,17.75371814,0,0,0,34.618686,0,0,8,96.088,8,3.111111111,2.34375,2.314814815,0.062509114,2.314814815,-0.039643009,0.842592593,0.039643009,0.842592593,-0.062509114,2.9345,38.84,114.232,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,34.618686,17.75371814,0,0,0,0,0,0,17.75371814,34.618686,0,0,0,0,0,0,0,0,0,0,17.75371814,34.618686,0,0,0,0,0,0,0,0,0,0,2.555555556,0,0,11.44444444,0
Organic acids and derivatives,NO,NO,37.86,CCOC(=O)Cl,2.83125711,52.7548875,4.991563832,3.401567835,4.157496781,2.77005561,1.593012443,1.970976916,0.670649385,0.979256085,0.257817605,0.36692655,0.113480038,0.222588983,5.42848711,4.794537184,0,0,6.606881965,0,0,6.9237372,0,4.736862954,11.60093989,-0.24,6,103.484,5.76,2.970084034,3.76,9.586959877,0.45398395,9.586959877,0.403247387,0.349537037,0.403247387,-0.738425926,-0.45398395,1.3817,22.875,108.524,0,2,0,0,0,0,0,0,2,0,3,0,1,0,0,0,36,4.736862954,0,0,0,0,5.42848711,0,4.794537184,0,0,0,6.9237372,11.60093989,6.606881965,9.531400138,17.029427,0,0,0,6.9237372,6.606881965,0,0,0,0,4.794537184,0,11.60093989,12.03536907,4.736862954,0,6.9237372,0,0,0,0,26.3,4.168209877,4.716774691,9.586959877,0,-0.738425926,0,0,0,2.044259259,0
Benzenoids,NO,NO,37.9,c1cc(cc(c1)F)C(F)(F)F,3.059901692,250.8626408,8.483127663,5.321258969,5.321258969,4.999018566,2.827296151,2.827296151,2.008106418,2.008106418,1.15194435,1.15194435,0.664807141,0.664807141,17.55697085,17.56166019,0,0,6.066367068,18.19910121,0,0,0,0,0,-1.06,11,160.069,8.040603622,2.525092714,1.929102326,12.1975,0.416013172,12.1975,0.416013172,0.458333333,0.206995799,-4.45625,-0.206995799,2.8445,31.402,164.101,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,60,0,5.817220841,0,0,0,6.176298517,0,4.390415048,13.17124514,0,6.066367068,18.19910121,0,5.563451492,17.56166019,0,0,0,0,6.176298517,0,35.64614061,0,0,0,17.56166019,0,0,0,6.176298517,5.817220841,5.563451492,24.26546827,0,0,0,0,47.60111111,0,0,0,-0.960648148,-0.875162037,3.274282407,-4.45625,0,0
Organometallic compounds,NO,NO,37.9,CCN(CC)[Si](C)(C)C,3.792907832,71.47556116,7.491563832,7.361427158,8.361427158,4.019385278,3.770275892,7.217489488,3.343110489,8.317206808,1.71212466,4.241946788,1.172290096,3.069656692,8.235460877,0,0,0,0,0,13.08951281,0,0,38.05398935,0,0.176883117,9,126.17,9.176883117,3.371460827,3.012291411,2.576388889,0.324438162,2.576388889,0.118608193,0.953317901,0.118608193,-0.953317901,-0.324438162,2.1631,46.267,145.322,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,0,56,4.565480891,8.235460877,0,0,0,0,0,0,0,0,33.48850846,13.08951281,0,0,0,8.235460877,0,4.565480891,0,33.48850846,13.08951281,0,0,0,0,0,0,0,25.89045458,0,0,13.8474744,0,19.64103406,0,0,3.24,2.576388889,0,0,0,0,0,0,0,14.07137346,-0.953317901
Hydrocarbons,NO,NO,37.92,CC(C)CCC(C)C,2.927819361,36,6.568914101,6.568914101,6.568914101,3.625897658,3.625897658,3.625897658,3.365043969,3.365043969,1.321367205,1.321367205,0.666666667,0.666666667,0,0,0,0,0,11.83581209,12.84164325,0,0,27.6949488,0,0,8,96.088,8,3.9375,6,2.280138889,0.062773439,2.280138889,-0.047122792,0.886481481,0.047122792,0.886481481,-0.062773439,3.0786,38.91,114.232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,40.53659204,11.83581209,0,0,0,0,0,0,11.83581209,40.53659204,0,0,0,0,0,0,0,0,0,0,11.83581209,40.53659204,0,0,0,0,0,0,0,0,0,0,1.772962963,0,2.773148148,9.120555556,0
Hydrocarbons,NO,NO,37.95,C[C@H]1CC[C@H](C)CC1,2.192377158,48.4385619,5.983127663,5.983127663,5.983127663,3.7876937,3.7876937,3.7876937,3.365043969,3.365043969,2.304530453,2.304530453,1.426746322,1.426746322,0,0,0,0,0,11.83581209,25.68328649,0,0,13.8474744,0,0,8,96.088,6.125,2.52,1.5,2.366944444,0.062509376,2.366944444,-0.044260161,1.01962963,0.044260161,1.01962963,-0.062509376,2.8326,36.796,112.216,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,39.53076089,11.83581209,0,0,0,0,0,0,11.83581209,39.53076089,0,0,0,0,0,0,0,0,0,0,11.83581209,39.53076089,0,0,0,0,0,0,0,0,0,0,2.039259259,0,5.893518519,4.733888889,0
Hydrocarbons,NO,NO,37.97,CC1(C)CCCCC1,2.327882879,64.10749561,6.035533906,6.035533906,6.035533906,3.707106781,3.707106781,3.707106781,3.724873734,3.724873734,2.207106781,2.207106781,1.508883476,1.508883476,0,0,0,0,5.414990469,0,32.10410811,0,0,13.8474744,0,0,8,96.088,6.125,2.082644628,1.5,2.381111111,0.059909507,2.381111111,-0.035421701,0.678819444,0.035421701,0.678819444,-0.059909507,2.9767,36.866,112.216,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,33.10993927,18.25663372,0,0,0,0,0,0,5.414990469,45.95158251,0,0,0,0,0,0,0,0,0,0,5.414990469,45.95158251,0,0,0,0,0,0,0,0,0,0.678819444,0,0,7.308958333,4.762222222,0
Organic acids and derivatives,NO,YES,38,COC(=O)OC,2.988160882,44,4.991563832,3.724744871,3.724744871,2.808060412,1.428869017,1.428869017,0.65824829,0.65824829,0.333333333,0.333333333,0.083333333,0.083333333,6.15536563,4.794537184,0,0,0,0,14.21959508,0,0,9.473725908,0,-0.73,6,84.03,5.27,2.504192037,1.575810398,9.736111111,0.507197794,9.736111111,0.507197794,0.657407407,0.437621323,-0.657407407,-0.437621323,0.3992,19.414,90.078,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,36,9.473725908,0,0,0,0,6.15536563,0,4.794537184,0,0,0,0,0,14.21959508,14.26826309,6.15536563,0,0,0,0,14.21959508,0,0,0,0,4.794537184,0,0,20.37496071,9.473725908,0,0,0,0,0,0,35.53,8.076388889,0,9.736111111,0,0,0,0,-0.657407407,0,2.511574074
Organometallic compounds,NO,YES,38,[CH3].[CH3].[CH3].[CH3].[Pb],0,3.609640474,0,4.5,8.387482194,0,0,0,0,0,0,0,0,0,0,0,0,57.0053966,0,0,0,0,0,0,0,0.922077922,5,255.244,168.7469143,89.05240921,49.43070716,0,0.068262383,0,0,0,0,0,-0.068262383,1.42036,31.41,267.34,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,29.70661111,0,27.29878549,0,0,27.29878549,0,0,0,0,0,29.70661111,0,0,0,0,0,0,27.29878549,0,29.70661111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organohalogen compounds,NO,NO,38,C=COCCCl,2.488403772,36.52932501,4.828427125,3.484883376,4.240812322,2.914213562,1.699886927,2.234409411,0.726439715,1.104404188,0.312853935,0.467157285,0.127876874,0.216963954,0,0,0,0,12.48688541,0,6.262080448,0,0,11.31579864,11.60093989,-0.17,6,99.496,5.83,4.83,3.83,5.207515432,0.500574402,5.207515432,0.100780981,0.53375,0.100780981,0.53375,-0.500574402,1.3853,26.869,106.552,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,0,36,4.736862954,6.606881965,0,0,0,0,0,0,0,11.60093989,6.578935684,0,0,12.14208389,4.736862954,11.60093989,0,0,0,0,12.48688541,12.84101613,0,0,0,0,0,11.60093989,12.48688541,4.736862954,0,0,12.84101613,0,0,0,9.23,4.614583333,5.207515432,0,0,0,0.53375,0,1.377361111,3.877901235,0
Organohalogen compounds,NO,NO,38,C=CCI,2.296835262,17.2451125,3.414213562,2.369528305,4.527026596,1.914213562,1.083757823,2.609339495,0.442978485,1.323773474,0.109108945,0.731925055,0,0,0,0,0,0,0,4.427552402,0,0,6.076020107,29.16980631,0,0.47,4,162.937,4.47,3.47,2.47,3.471666667,0.102314022,3.471666667,0.017284582,1.053333333,0.017284582,1.053333333,-0.102314022,1.6074,29.084,167.977,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,6.578935684,28.66689073,0,4.427552402,0,0,22.59087063,0,0,0,0,4.427552402,12.65495579,0,0,0,0,0,22.59087063,4.427552402,0,0,0,12.65495579,0,0,0,0,1.053333333,2.233333333,0,0,0,0,0,1.861666667,3.471666667,0
Organic oxygen compounds,NO,NO,38,CC(=O)C=O,3.204805418,55.913403,4.28445705,2.89384685,2.89384685,2.27005561,1.22850154,1.22850154,0.72850154,0.72850154,0.165963653,0.165963653,0,0,5.783244946,4.794537184,0,6.286160523,0,0,6.9237372,0,0,0,4.794537184,-0.66,5,68.031,4.34,1.639401198,3.34,9.444444444,0.294623854,9.444444444,0.191613053,0.277777778,0.191613053,-0.425925926,-0.294623854,-0.2257,16.745,72.063,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,28,0,0,12.06940547,0,0,0,9.589074368,0,0,0,0,0,6.9237372,0,9.589074368,12.06940547,0,0,0,6.9237372,0,0,0,0,0,0,0,0,12.06940547,9.589074368,0,6.9237372,0,0,0,0,34.14,0,0,18.59953704,0,0,-0.425925926,0,0.277777778,1.215277778,0
Organic nitrogen compounds,NO,NO,38,CCCC#N,2.483699571,42.09986547,4.121320344,3.361427158,3.361427158,2.414213562,1.78426697,1.78426697,0.908113883,0.908113883,0.361803399,0.361803399,0.111803399,0.111803399,0,0,0,0,6.420821623,6.420821623,0,0,12.99295851,0,5.261891555,-0.51,5,62.051,4.49,3.49,3.49,7.81625,0.198347574,7.81625,0.062113743,0.694444444,0.062113743,0.694444444,-0.198347574,1.31008,20.521,69.107,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,28,0,0,0,0,0,0,0,0,5.261891555,0,6.9237372,6.420821623,6.420821623,6.069221313,0,0,5.261891555,0,0,19.76538045,0,0,0,6.069221313,0,0,0,0,0,0,11.33111287,19.76538045,0,0,0,0,23.79,0,0,0,7.81625,0,0,2.017361111,1.677083333,1.989305556,0
"Organic 1,3-dipolar compounds",NO,NO,38,CN(=O)=O,2.803039488,29.01955001,3.577350269,2.263710176,2.263710176,1.732050808,0.812361967,0.812361967,0.439683971,0.439683971,0,0,0,0,4.923311049,0,0,0,0,7.047671983,0,0,0,0,10.11431827,-0.6,4,58.016,3.4,0.816666667,0.622222222,8.805555556,0.264837326,8.805555556,0.193997324,0.5,0.193997324,-0.5,-0.264837326,-0.1071,12.9184,61.04,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,24,0,0,7.047671983,0,0,0,10.11431827,0,0,0,0,0,4.923311049,0,4.923311049,0,0,0,0,0,7.047671983,10.11431827,0,0,0,0,0,0,11.97098303,0,10.11431827,0,0,0,0,0,43.14,0,0,8.305555556,8.805555556,0,0,0,0,0,0.888888889
Organoheterocyclic compounds,NO,NO,38,C1COCCO1,2,21.01955001,4.242640687,3.644923706,3.644923706,3,2.154700538,2.154700538,1.224744871,1.224744871,0.744016936,0.744016936,0.439826406,0.439826406,0,0,0,0,0,26.42752786,0,0,0,0,9.473725908,-0.08,6,80.042,4.088918919,2.157216947,0.953692476,4.944444444,0.376667636,4.944444444,0.070114395,0.777777778,0.070114395,0.777777778,-0.376667636,0.0332,21.638,88.106,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,36,9.473725908,0,0,0,0,0,0,0,0,0,0,0,0,26.42752786,9.473725908,0,0,0,0,0,26.42752786,0,0,0,0,0,0,0,26.42752786,9.473725908,0,0,0,0,0,0,18.46,9.888888889,0,0,0,0,0,0,0,3.111111111,0
Organic acids and derivatives,NO,NO,38,CCCOC(=O)C,2.821938937,59.10049401,5.698670613,4.730710143,4.730710143,3.27005561,2.404030206,2.404030206,1.340043336,1.340043336,0.50944935,0.50944935,0.245790812,0.245790812,0,4.794537184,0,5.969305288,6.606881965,6.420821623,6.9237372,0,6.9237372,4.736862954,0,-0.53,7,92.053,6.47,3.652815356,5.47,9.980416667,0.46588874,9.980416667,0.302122697,0.192731481,0.302122697,-0.192731481,-0.46588874,0.9595,26.924,102.133,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,42,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,6.9237372,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,20.26829602,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,20.26829602,0,0,0,0,26.3,4.552083333,0,9.980416667,0,0,-0.192731481,0,0.902361111,3.924537037,0
